,Building_1,Building_2,Building_3,Building_4,Building_5,Building_6,Building_7,Building_8,Building_9,Building_10,Building_11,Building_12,Building_13,Building_14,Building_15,Building_16,Building_17
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.12333405483,-0.19860960483,-1.449e-08,-0.27939135483,-0.07475149016999999,-0.171757215,-0.129214575,-1.449e-08,-0.11836398483,-0.07979321322,-0.10009450017,-1.449e-08,-0.203693175,-0.04823238483,-1.449e-08,-0.12981591,-0.12117745017000002
3,-0.12093354,-0.159571125,-1.449e-08,-0.06894583983000001,-0.07289194500000001,-0.17541593999999996,-0.2066274,-1.449e-08,-0.13454447517,-0.04826377017,-0.099799875,-1.449e-08,-0.17206392483,-0.10654496999999999,-1.449e-08,-0.09105757983,-0.13953628017
4,-0.12145035483,-0.07871209982999999,-1.449e-08,-0.06639800517000001,-0.07765915500000001,-0.21909121983,-0.033986295,-1.449e-08,-0.05811456483000001,-0.046752796439999994,-0.09180381483,-1.449e-08,-0.15940931516999998,-0.32196297483,-1.449e-08,-0.08709939,-0.12397402017
5,-0.21422498517,-0.07865654517,-1.449e-08,-0.06462781983,-0.07427815983000001,-0.37063729016999997,-0.03409497,-1.449e-08,-0.140241465,-0.04645494,-0.09806992839,-1.449e-08,-0.18077241483,-0.129779685,-1.449e-08,-0.09269735517,-0.13903155
6,-0.18202338,-0.21915158516999997,-1.449e-08,-0.06750649017,-0.043936099830000006,-0.13662379017,-0.042718939830000004,-1.449e-08,-0.05768227017,-0.047989271609999995,-0.08990320500000001,-1.449e-08,-0.11501920017,-0.04790152017,-1.449e-08,-0.09491432517000001,-0.126171675
7,-0.26248635000000003,-0.047273625,0.0018825408,-0.09232062966,-0.054856720170000005,-0.10528434,-0.03878973,0.0022781454000000002,-0.1401183,-0.09580546017000001,-0.21203540127,0.0031521408,-0.136532025,-0.072370305,-1.449e-08,-0.25272974034,-0.11904500033999998
8,-0.05256006965999999,-0.08123335983000002,0.0094322931,-0.10127785499999999,-0.039811275,-0.028308620339999993,-0.079311015,0.006789599999999999,-0.11825530983,-0.06296145534000001,-0.23033304,-0.01072742517,-0.16242807483000002,-0.46416541499999997,-0.010051234829999998,-0.17355880017,0.0129076023
9,0.03380424540000001,-0.16221313016999997,0.0023827976999999997,-0.31190691483000005,0.0048357546,-0.09362230982999997,-0.045261934829999996,0.034089443100000005,-0.23435401499999997,0.016773134100000003,-0.033463858049999996,-0.04804884000000002,-0.19271941983000002,0.0004921976999999995,-0.07177863483000001,-0.050316525,0.0677246454
10,0.08175580230000001,-0.10871847000000001,0.06003919080000001,-0.24473850534,0.01755934770000001,-0.19086469983,-0.05859755999999999,0.026875500000000004,-0.31316753034,0.06173085,-0.03251556000000001,-0.14279654466000002,-0.03911816033999999,0.027897838499999997,-0.17615493000000002,0.040521395400000014,0.061891847700000016
11,0.1248750477,-0.18367282017,0.07402204770000001,-0.06588120483,0.011954250000000001,-0.18682922034,-0.09334458000000001,0.04477294770000002,-0.22206165534,0.1119812523,0.023927668200000005,-0.27573021,-0.032539714830000045,0.045456040800000014,-0.22985728983,-0.01786857534000002,0.06149625
12,0.15220480230000002,-0.14566556466000002,0.1016485023,-0.043721155169999984,0.03624915,-0.17336076533999994,-0.06961962483,-0.010778154660000023,-0.22649802966000002,0.13512960000000002,0.050136552300000005,-0.279084645,0.03423549539999999,0.06085224540000001,-0.30074477517000003,0.04216360229999999,0.026205047700000005
13,0.1569658023,-0.17540386983000003,0.027297552300000003,-0.01495126017000002,0.1099722,-0.015125140169999994,-0.024797215169999998,-0.14792841,-0.21561844500000005,0.11505405,0.0758122182,-0.286344135,0.06305565000000003,0.0315582885,-0.07201048932,0.12366870000000003,-0.05605697033999998
