,Building_1,Building_2,Building_3,Building_4,Building_5,Building_6,Building_7,Building_8,Building_9,Building_10,Building_11,Building_12,Building_13,Building_14,Building_15,Building_16,Building_17
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.12333405483,-0.19860960483,-1.449e-08,-0.27939135483,-0.07475149016999999,-0.171757215,-0.129214575,-1.449e-08,-0.11836398483,-0.07979321322,-0.10009450017,-1.449e-08,-0.203693175,-0.04823238483,-1.449e-08,-0.12981591,-0.12117745017000002
2,-0.12093354,-0.159571125,-1.449e-08,-0.06894583983000001,-0.07289194500000001,-0.17541593999999996,-0.2066274,-1.449e-08,-0.13454447517,-0.04826377017,-0.099799875,-1.449e-08,-0.17206392483,-0.10654496999999999,-1.449e-08,-0.09105757983,-0.13953628017
3,-0.12145035483,-0.07871209982999999,-1.449e-08,-0.06639800517000001,-0.07765915500000001,-0.21909121983,-0.033986295,-1.449e-08,-0.05811456483000001,-0.046752796439999994,-0.09180381483,-1.449e-08,-0.15940931516999998,-0.32196297483,-1.449e-08,-0.08709939,-0.12397402017
4,-0.21422498517,-0.07865654517,-1.449e-08,-0.06462781983,-0.07427815983000001,-0.37063729016999997,-0.03409497,-1.449e-08,-0.140241465,-0.04645494,-0.09806992839,-1.449e-08,-0.18077241483,-0.129779685,-1.449e-08,-0.09269735517,-0.13903155
5,-0.18202338,-0.21915158516999997,-1.449e-08,-0.06750649017,-0.043936099830000006,-0.13662379017,-0.042718939830000004,-1.449e-08,-0.05768227017,-0.047989271609999995,-0.08990320500000001,-1.449e-08,-0.11501920017,-0.04790152017,-1.449e-08,-0.09491432517000001,-0.126171675
6,-0.26248635000000003,-0.047273625,0.0018825408,-0.09232062966,-0.054856720170000005,-0.10528434,-0.03878973,0.0022781454000000002,-0.1401183,-0.09580546017000001,-0.21203540127,0.0031521408,-0.136532025,-0.072370305,-1.449e-08,-0.25272974034,-0.11904500033999998
7,-0.05256006965999999,-0.08123335983000002,0.0094322931,-0.10127785499999999,-0.039811275,-0.028308620339999993,-0.079311015,0.006789599999999999,-0.11825530983,-0.06296145534000001,-0.23033304,-0.01072742517,-0.16242807483000002,-0.46416541499999997,-0.010051234829999998,-0.17355880017,0.0129076023
8,0.03380424540000001,-0.16221313016999997,0.0023827976999999997,-0.31190691483000005,0.0048357546,-0.09362230982999997,-0.045261934829999996,0.034089443100000005,-0.23435401499999997,0.016773134100000003,-0.033463858049999996,-0.04804884000000002,-0.19271941983000002,0.0004921976999999995,-0.07177863483000001,-0.050316525,0.0677246454
9,0.08175580230000001,-0.10871847000000001,0.06003919080000001,-0.24473850534,0.01755934770000001,-0.19086469983,-0.05859755999999999,0.026875500000000004,-0.31316753034,0.06173085,-0.03251556000000001,-0.14279654466000002,-0.03911816033999999,0.027897838499999997,-0.17615493000000002,0.040521395400000014,0.061891847700000016
10,0.1248750477,-0.18367282017,0.07402204770000001,-0.06588120483,0.011954250000000001,-0.18682922034,-0.09334458000000001,0.04477294770000002,-0.22206165534,0.1119812523,0.023927668200000005,-0.27573021,-0.032539714830000045,0.045456040800000014,-0.22985728983,-0.01786857534000002,0.06149625
11,0.15220480230000002,-0.14566556466000002,0.1016485023,-0.043721155169999984,0.03624915,-0.17336076533999994,-0.06961962483,-0.010778154660000023,-0.22649802966000002,0.13512960000000002,0.050136552300000005,-0.279084645,0.03423549539999999,0.06085224540000001,-0.30074477517000003,0.04216360229999999,0.026205047700000005
12,0.1569658023,-0.17540386983000003,0.027297552300000003,-0.01495126017000002,0.1099722,-0.015125140169999994,-0.024797215169999998,-0.14792841,-0.21561844500000005,0.11505405,0.0758122182,-0.286344135,0.06305565000000003,0.0315582885,-0.07201048932,0.12366870000000003,-0.05605697033999998
13,0.10851975000000003,-0.198896985,-0.03313862999999997,0.04799065229999998,0.1249233477,-0.16665673500000003,-0.02485517517,0.04299044999999998,-0.27571813983,0.11485663410000001,0.06008290229999998,-0.24734511144,0.06352485000000002,-0.20793150000000002,-0.04381293483,0.12052920000000002,-0.019298260169999956
14,0.05912380229999999,-0.13397695983,0.08946310230000001,0.18541220460000002,0.010496045400000004,-0.08065617966000002,-0.02493246483,0.0036225000000000003,-0.04530540483000003,0.021637247700000018,0.065620725,-0.13645474983,0.0037064522999999965,0.028652243099999995,-0.07072328466000001,0.14188930230000002,-0.06992873999999999
15,0.041063052299999986,-0.13552980966000006,0.0975579477,0.13612665000000002,0.007524449999999997,0.10707649770000001,-0.10767519,0.047292600000000004,0.0794730477,-0.44828679483,0.035702897700000014,0.001622645399999995,-0.04425004017,0.007665893099999996,-0.03572268966,0.05310585000000001,-0.20557687499999996
16,0.02058040230000001,-0.029562019829999956,0.12030495,0.1431071523,0.009463349999999999,0.007244993100000002,-0.50375451483,0.0531944046,-0.08537749983,-0.646254,0.0102695046,0.0245444454,0.016198902300000012,0.006030593100000001,-0.00870609915,-0.026205164999999985,-0.3346924398300001
17,-0.008650529999999991,0.039499043100000006,0.1143076908,0.0038248976999999944,-0.0034365498300000085,0.028684452300000007,-0.23038617482999998,-0.12004240499999999,0.050986397700000005,-0.6767441767800001,-0.06452155016999997,0.016895795400000004,-0.07288228017000002,0.030439343100000005,-0.012772949489999998,-0.15985850516999997,-0.5237676101700001
18,-0.152847765,0.046832590800000004,0.0607015908,-0.023244365340000003,-0.33525271017,-0.27854127000000006,-0.34701618482999996,-0.09346291983,0.049720247700000005,-0.6553392299999999,-0.21997429839000004,0.0120278454,-0.12267475982999997,-0.03717651483,-0.00040573449,-0.23801515983,-0.59814237483
19,-0.14591189466,0.004789745399999999,0.0031463931,-0.021722929829999998,-0.28360794483,-0.30947500017,-0.549859275,-0.11393245016999999,-0.335204415,-0.33847351839000006,-0.43300707534000005,0.0013190454000000002,-0.32189776983,-0.29723337000000005,-1.449e-08,-0.31131523017,-0.44474881499999996
20,-0.52221718017,-0.05192250966,-1.449e-08,-0.22574454966,-0.21718819017,-0.24820162983,-0.48109215483,-0.10786115466000001,-0.25792682517000004,-0.5358643548300001,-0.44177997339,-1.449e-08,-0.26209994517,-0.06985387017000001,-1.449e-08,-0.40965886017,-0.7963728198300001
21,-0.7257316500000001,-0.22959405000000002,-1.449e-08,-0.41040268983,-0.37774222983000005,-0.23287361517,-0.247409505,-1.449e-08,-0.275273775,-0.39030182856,-0.51712153983,-1.449e-08,-0.31446198,-0.11695120983000001,-1.449e-08,-0.32385632517,-0.67443222483
22,-0.56456179983,-0.37112270516999996,-1.449e-08,-0.09255729483,-0.18531261000000002,-0.214452,-0.36392117517,-1.449e-08,-0.20214516483000003,-0.208750185,-0.29310854517,-1.449e-08,-0.24137441999999998,-0.06895308483,-1.449e-08,-0.21560637483,-0.70487812017
23,-0.5154213701699999,-0.20781558,-1.449e-08,-0.10527226983,-0.15920162999999998,-0.20026387017,-0.12700967517,-1.449e-08,-0.06762241017,-0.20002237983,-0.362010915,-1.449e-08,-0.170713935,-0.07442064000000001,-1.449e-08,-0.13556602017,-0.32464603016999993
24,-0.20450219516999998,-0.5987376674999999,-1.449e-08,-0.38385821249999996,-0.15373769733,-0.16327452266999998,-0.16539127983000002,-1.449e-08,-0.05931662625,-0.24402608999999997,-0.12779052678,-1.449e-08,-0.15258211982999997,-0.10266406983,-1.449e-08,-0.15367611483000002,-0.14186192517000001
25,-0.14191747983,-0.42034282983000004,-1.449e-08,-0.06814888983,-0.044382870000000005,-0.16693687017,-0.21982537017,-1.449e-08,-0.06008761017,-0.142472925,-0.130359285,-1.449e-08,-0.13784578983,-0.34538605983000004,-1.449e-08,-0.11903776983,-0.050727070170000006
26,-0.1305512775,-0.32744260017,-1.449e-08,-0.063676305,-0.07906951017,-0.14608093500000002,-0.03070913517,-1.449e-08,-0.058834225170000004,-0.13186382517,-0.10154510856,-1.449e-08,-0.141907815,-0.026697825,-1.449e-08,-0.11472215516999999,-0.05057492517
27,-0.13366058517,-0.20982486483,-1.449e-08,-0.065212245,-0.04346758017,-0.23851747017,-0.16330712517,-1.449e-08,-0.058911514830000004,-0.083397195,-0.11230957017,-1.449e-08,-0.090903015,-0.02647081017,-1.449e-08,-0.068849235,-0.10556206983
28,-0.13192903017000002,-0.16436973483,-1.449e-08,-0.11865619017000001,-0.048348304829999994,-0.20319326999999998,-0.09186901983,-1.449e-08,-0.05977366983,-0.07882399160999999,-0.11252048661000001,-1.449e-08,-0.13542354,-0.19306717983,-1.449e-08,-0.13317759,-0.036710414999999996
29,-0.14639247,-0.05104344483000001,-1.449e-08,-0.16265025,-0.04920804,-0.17816421483000003,-0.03490641,-1.449e-08,-0.056433724830000004,-0.07714475999999999,-0.101422755,-1.449e-08,-0.07755289983,-0.450385425,-1.449e-08,-0.07363576017,-0.11664932517000001
30,-0.17986437,-0.047295359999999995,0.0018848385000000004,-0.19633709466000002,-0.026103735000000003,-0.10907831466000001,-0.06399750483,0.0033361431,-0.051396029999999995,-0.14372871534,-0.09154861695,0.0019653477000000003,-0.104001975,-0.383890815,-1.449e-08,-0.19396072017,-0.010123684829999997
31,-0.10922321465999998,-0.23536348983,0.009886547700000001,-0.04423555016999999,0.012429197700000004,-0.05972777999999999,-0.11408218982999999,0.0129133431,-0.16358968017,-0.03273774966,-0.27837463500000004,0.012775350000000001,-0.13248931499999997,-0.02167221483,-0.01119836466,-0.06559139034,0.0102096954
32,-0.021121594829999986,-0.03284400483000001,0.007495697699999998,-0.079006725,0.045542297700000005,-0.09084988016999998,-0.074225025,0.0415184523,-0.08240463,-0.005856365340000003,-0.041801230169999995,-0.059078149829999996,-0.13948074000000002,-0.01836849483,-0.06650669466,-0.007848754829999999,0.018253949999999998
33,0.04863695460000002,-0.22945397517,-0.026755785000000015,-0.07679217483,0.06660109770000001,-0.13122385982999998,-0.03792274983,0.0898426023,-0.055622270339999995,0.040676652300000005,-0.0026371800000000063,-0.18547199999999997,-0.03222335465999999,-0.00048783482999999715,-0.18945675,0.06217474770000001,-0.06380913483
34,0.11788419540000002,-0.080745525,0.04539855000000001,-0.03648823982999998,0.0576449046,-0.07392314034,-0.03707024517,0.0363262023,-0.14675472000000003,0.08882829540000002,0.030175618200000007,-0.22784922216,0.029764295400000005,0.04452799080000001,-0.27876586499999995,0.11461704540000002,-0.25022298483
35,0.14677335000000002,-0.20409648966000002,0.10852204770000001,-0.010753985339999963,0.06563049540000003,-0.19612215,-0.037072665,0.09157219770000001,-0.21940033499999995,-0.15612734466,0.07493055,-0.28852970517000004,0.0753917046,0.05967349080000001,-0.19331109,-0.0011761098300000054,0.09070165230000002
36,0.16273305,0.027812747699999987,0.11390175000000001,-0.01648479483000002,0.05690545230000001,-0.123693885,-0.03728277,0.1669581546,-0.2688933498299999,-0.167685525,0.09925075230000001,-0.30612620178,0.021315252300000014,0.0706651908,-0.24681058983000004,0.09546494999999999,0.1773460977
37,0.1234904454,0.07930054770000002,0.0392828523,-0.017368670339999975,0.052300847700000014,0.0718611954,-0.037152359999999995,0.15404595000000004,0.10797004769999999,-0.1941708251700001,0.12028310460000002,-0.290053575,0.08130730230000004,0.0762806454,-0.27032303466,0.09982114770000002,0.16422690000000004
38,0.08839475460000003,0.0865466931,-0.30687646500000004,0.041581697699999996,0.0342354954,-0.007754569830000019,-0.03808454517,-0.13729033017000006,-0.11669763483000001,-0.20140375500000005,0.0805866318,-0.16444782144,0.020379149999999995,0.029406640799999998,-0.36496929483,0.1074490977,0.13514109540000002
39,0.09818470230000002,-0.12714975,-0.07952112000000003,0.08699635230000002,-0.04606853516999999,0.0328221477,-0.12221832482999999,-0.018428874659999983,-0.14201649000000005,0.04628979539999999,0.013607952299999997,0.013653947700000014,0.02425465230000001,0.027151493099999997,-0.24158694482999998,0.01886804999999999,0.09569035230000002
40,0.06322699770000001,-0.06717564000000001,-0.08601263999999999,0.03300040230000001,-0.14927839983,-0.25210909017000005,-0.41331517983000005,-0.3565143653400001,-0.10157006033999996,-0.006138934830000006,0.0808783569,0.0604666044,-0.03563089551000005,-0.09429851466,-0.1635921,-0.29315201516999995,0.0509082
